FCode,FName,F_category,servings,Kcal,Kcal_per_100
R000391,"설탕, 흑설탕",당류,100.0,379.0,379.0
R000392,"시럽, 단풍나무",당류,100.0,260.0,260.0
R000393,"시럽, 초코",당류,100.0,268.0,268.0
R000394,"양갱, 팥",당류,100.0,298.0,298.0
R000395,"젤라틴, 디저트용, 가루 ",당류,100.0,381.0,381.0
R000397,"조청, 감 ",당류,100.0,201.0,201.0
R000398,"조청, 고구마",당류,100.0,289.0,289.0
R000399,"조청, 도라지",당류,100.0,323.0,323.0
R000400,"조청, 배",당류,100.0,238.0,238.0
R000401,"조청, 산수유",당류,100.0,299.0,299.0
R000402,"조청, 쌀",당류,100.0,326.0,326.0
R000403,"조청, 오가피",당류,100.0,286.0,286.0
R000405,"초콜릿, 다크 초콜릿",당류,100.0,598.0,598.0
R000406,"초콜릿, 땅콩 초콜릿",당류,100.0,519.0,519.0
R000408,"초콜릿, 밀크 아몬드 초콜릿",당류,100.0,526.0,526.0
R000409,"초콜릿, 밀크 초콜릿",당류,100.0,549.0,549.0
R000410,"초콜릿, 스위트 초콜릿",당류,100.0,507.0,507.0
R000411,"초콜릿, 화이트 초콜릿",당류,100.0,539.0,539.0
R000412,"카라멜, 밀크(우유)",당류,100.0,423.0,423.0
R000413,포도당,당류,100.0,335.0,335.0
R000414,"푸딩, 바닐라 가루, 우유에 섞은것",당류,100.0,114.0,114.0
R000415,"푸딩, 커스터드",당류,100.0,126.0,126.0
R000416,"강낭콩, 생것",두류,100.0,172.0,172.0
R000417,"강낭콩, 말린것",두류,100.0,350.0,350.0
R000418,"강낭콩, 삶은것",두류,100.0,170.0,170.0
R000419,"녹두, 말린것",두류,100.0,352.0,352.0
R000420,"녹두, 삶은것",두류,100.0,158.0,158.0
R000421,"녹두 빈대떡, 가루 ",두류,100.0,347.0,347.0
R000422,"녹두 빈대떡가루, 반죽",두류,100.0,98.0,98.0
R000423,"녹두 국수, 말린것",두류,100.0,356.0,356.0
R000424,녹두묵,두류,100.0,40.0,40.0
R000425,"동부, 생것",두류,100.0,166.0,166.0
R000426,"동부, 말린것",두류,100.0,343.0,343.0
R000427,"동부, 삶은것",두류,100.0,138.0,138.0
R000428,"동부, 미얀마산, 말린것",두류,100.0,345.0,345.0
R000429,"동부, 미얀마산, 삶은것",두류,100.0,155.0,155.0
R000430,"리마콩, 말린것",두류,100.0,351.0,351.0
R000431,"리마콩, 삶은것",두류,100.0,152.0,152.0
R000432,"렌즈콩(렌틸콩), 인도산, 빨간색, 말린것",두류,100.0,359.0,359.0
R000433,"렌즈콩(렌틸콩), 인도산, 갈색, 말린것",두류,100.0,359.0,359.0
R000434,"병아리콩, 인도산, 말린것",두류,100.0,373.0,373.0
R000435,"완두, 생것",두류,100.0,114.0,114.0
R000436,"완두, 말린것",두류,100.0,363.0,363.0
R000437,"완두, 삶은것",두류,100.0,122.0,122.0
R000438,"작두(도두), 생것",두류,100.0,125.0,125.0
R000439,"작두(도두), 말린것",두류,100.0,344.0,344.0
R000440,"잠두, 생것",두류,100.0,341.0,341.0
R000441,"잠두, 삶은것",두류,100.0,110.0,110.0
R000442,"쥐눈이콩(검정소립콩), 말린것",두류,100.0,403.0,403.0
R000443,"쥐눈이콩(검정소립콩), 삶은것",두류,100.0,184.0,184.0
R000444,"쥐눈이콩(검정소립콩), 볶은것",두류,100.0,447.0,447.0
R000445,"콩(대두), 갈색콩(밤콩), 말린것",두류,100.0,410.0,410.0
R000446,"콩(대두), 노란콩, 말린것",두류,100.0,409.0,409.0
R000447,"콩(대두), 노란콩 가루, 볶은것",두류,100.0,427.0,427.0
R000448,"콩(대두), 노란콩, 삶은것",두류,100.0,201.0,201.0
R000449,"콩(대두), 노란콩, 볶은것",두류,100.0,444.0,444.0
R000450,"콩(대두), 대풍, 말린것",두류,100.0,405.0,405.0
R000451,"콩(대두), 대풍, 볶은것",두류,100.0,460.0,460.0
R000452,"콩(대두), 미국산, 말린것",두류,100.0,432.0,432.0
R000453,"콩(대두), 서리태, 말린것",두류,100.0,413.0,413.0
R000454,"콩(대두), 서리태, 삶은것",두류,100.0,196.0,196.0
R000455,"콩(대두), 서리태, 볶은것",두류,100.0,436.0,436.0
R000456,"콩(대두), 중국산, 말린것",두류,100.0,433.0,433.0
R000457,"콩(대두), 청자3호, 말린것",두류,100.0,399.0,399.0
R000458,"콩(대두), 청자3호, 볶은것",두류,100.0,452.0,452.0
R000459,"콩(대두), 흑태, 말린것",두류,100.0,407.0,407.0
R000460,"콩(대두), 흑태, 삶은것",두류,100.0,199.0,199.0
R000461,"콩(대두), 흑태, 볶은것",두류,100.0,446.0,446.0
R000462,콩조림(콩자반),두류,100.0,271.0,271.0
R000463,두부,두류,100.0,97.0,97.0
R000464,"두부, 동두부, 동결건조",두류,100.0,536.0,536.0
R000465,"두부, 순두부",두류,100.0,42.0,42.0
R000466,"두부, 연두부",두류,100.0,50.0,50.0
R000467,"두부, 유부",두류,100.0,450.0,450.0
R000468,비지,두류,100.0,74.0,74.0
R000469,"두유, 대두",두류,100.0,62.0,62.0
R000470,"두유, 검은콩",두류,100.0,86.0,86.0
R000471,"두유, 검은콩, 검은참깨",두류,100.0,77.0,77.0
R000472,"두유, 콩국물, 소금 0.3%",두류,100.0,57.0,57.0
R000473,"팥, 검정팥, 말린것",두류,100.0,323.0,323.0
R000474,"팥, 검정팥, 삶은것",두류,100.0,156.0,156.0
R000475,"팥, 붉은팥, 말린것",두류,100.0,335.0,335.0
R000476,"팥, 붉은팥, 삶은것",두류,100.0,113.0,113.0
R000478,"팥, 회색팥, 말린것",두류,100.0,350.0,350.0
R000479,팥 페이스트,두류,100.0,155.0,155.0
R000480,"개암, 헤이즐넛, 말린것",견과류 및 종실류,100.0,659.0,659.0
R000481,"개암, 헤이즐넛, 볶은것",견과류 및 종실류,100.0,684.0,684.0
R000482,"도토리, 생것",견과류 및 종실류,100.0,230.0,230.0
R000483,"도토리, 가루 ",견과류 및 종실류,100.0,354.0,354.0
R000486,"도토리 국수, 말린것",견과류 및 종실류,100.0,343.0,343.0
R000487,도토리묵,견과류 및 종실류,100.0,47.0,47.0
R000488,"들깨, 말린것",견과류 및 종실류,100.0,530.0,530.0
R000489,"땅콩, 말린것",견과류 및 종실류,100.0,520.0,520.0
R000490,"땅콩, 가루",견과류 및 종실류,100.0,560.0,560.0
R000491,"땅콩, 삶은것, 소금첨가",견과류 및 종실류,100.0,318.0,318.0
R000492,"땅콩, 볶은것",견과류 및 종실류,100.0,567.0,567.0
R000494,"땅콩, 조미, 볶은것",견과류 및 종실류,100.0,558.0,558.0
R000495,"땅콩, 검정땅콩, 말린것",견과류 및 종실류,100.0,574.0,574.0
R000496,"땅콩, 대립종, 말린것",견과류 및 종실류,100.0,571.0,571.0
R000497,"땅콩, 소립종, 말린것",견과류 및 종실류,100.0,564.0,564.0
R000498,"땅콩, 중립종, 말린것",견과류 및 종실류,100.0,549.0,549.0
R000499,"때죽, 말린것",견과류 및 종실류,100.0,551.0,551.0
R000500,"마가목 열매, 생것",견과류 및 종실류,100.0,115.0,115.0
R000501,"마름, 생것",견과류 및 종실류,100.0,190.0,190.0
R000502,"마카다미아넛, 조미, 볶은것(기름)",견과류 및 종실류,100.0,720.0,720.0
R000503,"머루씨, 생것",견과류 및 종실류,100.0,282.0,282.0
R000504,"목화씨, 구운것",견과류 및 종실류,100.0,506.0,506.0
R000505,"밤, 생것",견과류 및 종실류,100.0,151.0,151.0
R000506,"밤, 말린것",견과류 및 종실류,100.0,377.0,377.0
R000507,"밤, 삶은것",견과류 및 종실류,100.0,154.0,154.0
R000508,"밤, 통조림",견과류 및 종실류,100.0,225.0,225.0
R000509,"밤, 단택, 생것",견과류 및 종실류,100.0,150.0,150.0
R000510,"밤, 단택, 삶은것",견과류 및 종실류,100.0,150.0,150.0
R000511,"밤, 단택, 구운것",견과류 및 종실류,100.0,187.0,187.0
R000512,"밤, 대보, 생것",견과류 및 종실류,100.0,146.0,146.0
R000513,"밤, 대보, 삶은것",견과류 및 종실류,100.0,155.0,155.0
R000514,"밤, 대보, 구운것",견과류 및 종실류,100.0,181.0,181.0
R000515,"밤, 옥광, 생것",견과류 및 종실류,100.0,147.0,147.0
R000516,"밤, 옥광, 삶은것",견과류 및 종실류,100.0,154.0,154.0
R000517,"밤, 이평, 생것",견과류 및 종실류,100.0,157.0,157.0
R000518,"밤, 이평, 삶은것",견과류 및 종실류,100.0,155.0,155.0
R000519,"밤, 축파, 생것",견과류 및 종실류,100.0,141.0,141.0
R000520,"밤, 축파, 삶은것",견과류 및 종실류,100.0,138.0,138.0
R000521,"밤, 축파, 구운것",견과류 및 종실류,100.0,185.0,185.0
R000522,"밤, 구운것",견과류 및 종실류,100.0,206.0,206.0
R000523,"보리밥 열매, 말린것",견과류 및 종실류,100.0,354.0,354.0
R000524,"브라질너트, 말린것",견과류 및 종실류,100.0,659.0,659.0
R000525,"브라질너트, 볶은것",견과류 및 종실류,100.0,669.0,669.0
R000526,"삼씨, 말린것",견과류 및 종실류,100.0,463.0,463.0
R000527,"수박씨, 말린것",견과류 및 종실류,100.0,451.0,451.0
R000528,"수박씨, 조미, 볶은것",견과류 및 종실류,100.0,546.0,546.0
R000529,"아마씨, 볶은것",견과류 및 종실류,100.0,564.0,564.0
R000530,"아몬드, 말린것",견과류 및 종실류,100.0,581.0,581.0
R000531,"아몬드, 볶은것",견과류 및 종실류,100.0,594.0,594.0
R000532,"아몬드, 조미, 볶은것",견과류 및 종실류,100.0,568.0,568.0
R000533,"연씨, 미숙, 생것",견과류 및 종실류,100.0,85.0,85.0
R000534,"은행, 생것",견과류 및 종실류,100.0,203.0,203.0
R000535,"은행, 삶은것",견과류 및 종실류,100.0,186.0,186.0
R000536,"은행, 볶은것",견과류 및 종실류,100.0,221.0,221.0
R000537,"잣, 생것",견과류 및 종실류,100.0,630.0,630.0
R000539,"잣, 볶은것",견과류 및 종실류,100.0,708.0,708.0
R000540,잣두부,견과류 및 종실류,100.0,78.0,78.0
R000541,잣죽,견과류 및 종실류,100.0,64.0,64.0
R000542,"참깨, 검정깨, 말린것",견과류 및 종실류,100.0,549.0,549.0
R000543,"참깨, 검정깨, 볶은것",견과류 및 종실류,100.0,539.0,539.0
R000544,"참깨, 흰깨, 말린것",견과류 및 종실류,100.0,556.0,556.0
R000545,"참깨, 흰깨, 볶은것",견과류 및 종실류,100.0,557.0,557.0
R000546,"참깨 과자, 엿강정",견과류 및 종실류,100.0,538.0,538.0
R000547,참깨죽,견과류 및 종실류,100.0,38.0,38.0
R000548,"치아씨, 말린것",견과류 및 종실류,100.0,486.0,486.0
R000549,"캐슈넛, 조미한 것 ",견과류 및 종실류,100.0,576.0,576.0
R000550,"코코넛, 말린것",견과류 및 종실류,100.0,660.0,660.0
R000551,"코코넛, 볶은것",견과류 및 종실류,100.0,592.0,592.0
R000552,"코코넛, 코코넛밀크",견과류 및 종실류,100.0,230.0,230.0
R000553,"코코넛수, 과즙",견과류 및 종실류,100.0,19.0,19.0
R000554,"피스타치오넛, 말린것",견과류 및 종실류,100.0,560.0,560.0
R000555,"피스타치오넛, 볶은것",견과류 및 종실류,100.0,584.0,584.0
R000556,"피스타치오넛, 조미, 볶은것",견과류 및 종실류,100.0,583.0,583.0
R000557,"피칸, 말린것",견과류 및 종실류,100.0,691.0,691.0
R000558,"피칸, 조미, 볶은것",견과류 및 종실류,100.0,710.0,710.0
R000559,"해바라기씨, 말린것",견과류 및 종실류,100.0,589.0,589.0
R000560,"해바라기씨, 볶은것",견과류 및 종실류,100.0,611.0,611.0
R000562,"호두, 말린것",견과류 및 종실류,100.0,688.0,688.0
R000563,"호두, 볶은것",견과류 및 종실류,100.0,671.0,671.0
R000564,"호박씨, 말린것",견과류 및 종실류,100.0,548.0,548.0
R000565,"호박씨, 일본산, 조미, 볶은것",견과류 및 종실류,100.0,574.0,574.0
R000566,"가시오갈피, 순, 생것",채소류,100.0,76.0,76.0
R000567,"가시오갈피, 순, 데친것",채소류,100.0,63.0,63.0
R000568,"가죽나물, 생것",채소류,100.0,50.0,50.0
R000569,"가죽나물, 말린것",채소류,100.0,287.0,287.0
R000570,"가죽나물, 데친것",채소류,100.0,49.0,49.0
R000571,"가지, 생것",채소류,100.0,19.0,19.0
R000572,"가지, 말린것",채소류,100.0,290.0,290.0
R000573,"가지, 데친것",채소류,100.0,19.0,19.0
R000574,"가지, 염절임",채소류,100.0,23.0,23.0
R000575,"갓, 생것",채소류,100.0,36.0,36.0
R000576,"갓, 돌산갓, 생것",채소류,100.0,24.0,24.0
R000577,"강남조나물, 말린것",채소류,100.0,223.0,223.0
R000578,"갬추, 말린것",채소류,100.0,286.0,286.0
R000579,"갯기름나물, 노지, 생것",채소류,100.0,41.0,41.0
R000580,"갯기름나물, 노지, 데친것",채소류,100.0,44.0,44.0
R000581,"갯기름나물, 노지, 어린것, 생것",채소류,100.0,53.0,53.0
R000582,"갯기름나물, 노지, 어린것, 데친것",채소류,100.0,53.0,53.0
R000583,"갯기름나물, 하우스, 생것",채소류,100.0,50.0,50.0
R000584,"갯기름나물, 하우스, 데친것",채소류,100.0,51.0,51.0
R000585,"갯기름나물, 하우스, 어린것, 생것",채소류,100.0,44.0,44.0
R000586,"갯기름나물, 하우스, 어린것, 데친것",채소류,100.0,47.0,47.0
R000587,"게걸무, 생것",채소류,100.0,59.0,59.0
R000588,"게걸무, 잎, 생것",채소류,100.0,23.0,23.0
R000589,"겨자, 적겨자, 생것",채소류,100.0,24.0,24.0
R000590,"고구마, 잎, 생것",채소류,100.0,47.0,47.0
R000591,"고구마, 잎, 데친것",채소류,100.0,41.0,41.0
R000592,"고구마, 줄기, 생것",채소류,100.0,18.0,18.0
R000593,"고구마, 줄기, 말린것",채소류,100.0,332.0,332.0
R000594,"고구마, 줄기, 삶아서 말린것, 삶은것",채소류,100.0,23.0,23.0
R000595,"고구마, 줄기, 삶은것",채소류,100.0,14.0,14.0
R000596,"고구마, 줄기, 데친것",채소류,100.0,17.0,17.0
R000597,"고구마, 줄기(껍질 포함), 생것",채소류,100.0,23.0,23.0
R000598,"고구마, 줄기(껍질 포함), 삶아서 말린것, 삶은것",채소류,100.0,33.0,33.0
R000599,"고구마, 줄기(껍질 포함), 데친것",채소류,100.0,22.0,22.0
R000600,"고들빼기, 생것",채소류,100.0,29.0,29.0
R000601,"고들빼기, 이고들빼기, 생것",채소류,100.0,39.0,39.0
R000602,"고려엉겅퀴(곤드레), 야생, 말린것",채소류,100.0,275.0,275.0
R000603,"고려엉겅퀴(곤드레), 재배, 말린것",채소류,100.0,310.0,310.0
R000604,"고려엉겅퀴(곤드레), 재래종, 잎, 생것",채소류,100.0,32.0,32.0
R000605,"고비, 야생, 생것",채소류,100.0,28.0,28.0
R000606,"고비, 야생, 말린것, 삶은것",채소류,100.0,31.0,31.0
R000607,"고비, 야생, 삶아서 말린것",채소류,100.0,299.0,299.0
R000608,"고비, 야생, 삶은것",채소류,100.0,25.0,25.0
R000609,"고비, 재배, 생것",채소류,100.0,28.0,28.0
R000610,"고사리, 생것",채소류,100.0,22.0,22.0
R000611,"고사리, 말린것",채소류,100.0,261.0,261.0
R000612,"고사리, 삶아서 말린것",채소류,100.0,273.0,273.0
R000613,"고사리, 데친것",채소류,100.0,21.0,21.0
R000614,"고수(향채), 생것",채소류,100.0,33.0,33.0
R000615,"고추, 풋고추, 생것",채소류,100.0,29.0,29.0
R000616,"고추, 싹, 생것",채소류,100.0,21.0,21.0
R000617,"고추, 빨간색, 생것",채소류,100.0,85.0,85.0
R000618,"고추, 빨간색, 말린것",채소류,100.0,312.0,312.0
R000619,"고추, 꽈리고추, 생것",채소류,100.0,33.0,33.0
R000620,"고추, 녹광, 빨간색, 생것",채소류,100.0,41.0,41.0
R000621,"고추, 시레나, 연두색, 생것",채소류,100.0,19.0,19.0
R000622,"고추, 녹광, 초록색, 생것",채소류,100.0,27.0,27.0
R000623,"고추, 수비초, 빨간색, 생것",채소류,100.0,77.0,77.0
R000624,"고추, 시레나, 초록색, 생것",채소류,100.0,23.0,23.0
R000625,"고추, 오이고추, 생것",채소류,100.0,23.0,23.0
R000626,"고추, 재래종, 풋고추, 생것",채소류,100.0,26.0,26.0
R000627,"고추, 청양고추, 생것",채소류,100.0,31.0,31.0
R000628,"고춧잎, 생것",채소류,100.0,45.0,45.0
R000629,"고춧잎, 말린것",채소류,100.0,266.0,266.0
R000630,"고춧잎, 삶아서 말린것, 삶은것",채소류,100.0,41.0,41.0
R000631,"고춧잎, 데친것",채소류,100.0,51.0,51.0
R000632,고추장아찌,채소류,100.0,124.0,124.0
R000633,"고추냉이, 뿌리, 생것",채소류,100.0,103.0,103.0
R000634,"고추냉이, 잎, 생것",채소류,100.0,36.0,36.0
R000635,"고추냉이, 줄기, 생것",채소류,100.0,24.0,24.0
R000636,"곤달비, 생것",채소류,100.0,42.0,42.0
R000637,"곤달비, 데친것",채소류,100.0,35.0,35.0
R000638,"곰취, 생것",채소류,100.0,32.0,32.0
R000639,"곰취, 데친것",채소류,100.0,35.0,35.0
R000640,"곰취, 야생, 말린것",채소류,100.0,307.0,307.0
R000641,"곰취, 재배, 말린것",채소류,100.0,306.0,306.0
R000642,"공심채, 생것",채소류,100.0,17.0,17.0
R000643,"공심채, 데친것",채소류,100.0,21.0,21.0
R000644,"꾸지뽕, 잎, 생것",채소류,100.0,85.0,85.0
R000645,"꾸지뽕, 잎, 말린것",채소류,100.0,282.0,282.0
R000646,"꾸지뽕, 잎, 삶은것",채소류,100.0,61.0,61.0
R000647,"구기자, 순, 재래종, 생것",채소류,100.0,50.0,50.0
R000648,"구기자, 잎, 재래종, 생것",채소류,100.0,56.0,56.0
R000649,"국화꽃, 생것",채소류,100.0,27.0,27.0
R000650,"국화꽃, 말린것",채소류,100.0,292.0,292.0
R000651,"국화꽃, 데친것",채소류,100.0,23.0,23.0
R000652,"근대, 생것",채소류,100.0,18.0,18.0
R000653,"근대, 데친것",채소류,100.0,20.0,20.0
R000654,"김치, 갓 김치",채소류,100.0,37.0,37.0
R000655,"김치, 고들빼기",채소류,100.0,88.0,88.0
R000656,"김치, 깍두기",채소류,100.0,38.0,38.0
R000657,"김치, 나박 김치",채소류,100.0,7.0,7.0
R000658,"김치, 동치미",채소류,100.0,8.0,8.0
R000659,"김치, 배추 김치",채소류,100.0,25.0,25.0
R000660,"김치, 배추 김치, 봄 재배 ",채소류,100.0,39.0,39.0
R000661,"김치, 배추 김치, 여름 재배",채소류,100.0,38.0,38.0
R000662,"김치, 배추 김치, 가을 재배",채소류,100.0,37.0,37.0
R000663,"김치, 백김치",채소류,100.0,16.0,16.0
R000664,"김치, 열무 김치",채소류,100.0,32.0,32.0
R000665,"김치, 열무 물김치",채소류,100.0,18.0,18.0
R000666,"김치, 오이 소박이",채소류,100.0,37.0,37.0
R000667,"김치, 유채 김치",채소류,100.0,62.0,62.0
R000668,"김치, 유채 물김치",채소류,100.0,17.0,17.0
R000669,"김치, 총각 김치",채소류,100.0,41.0,41.0
R000670,"김치, 파 김치",채소류,100.0,49.0,49.0
R000671,"김치, 얼갈이배추 김치",채소류,100.0,30.0,30.0
R000672,"꼬깔나물, 말린것",채소류,100.0,285.0,285.0
R000673,"꽃양배추(콜리플라워), 생것",채소류,100.0,27.0,27.0
R000674,"꽃양배추(콜리플라워), 데친것",채소류,100.0,26.0,26.0
R000675,"꿀풀(하고초), 생것",채소류,100.0,48.0,48.0
R000676,"꿀풀(하고초), 말린것",채소류,100.0,309.0,309.0
R000677,"날개콩, 미숙, 생것",채소류,100.0,36.0,36.0
R000678,"냉이, 생것",채소류,100.0,41.0,41.0
R000679,"냉이, 데친것",채소류,100.0,49.0,49.0
R000680,"넘취, 생것",채소류,100.0,35.0,35.0
R000681,"넘취, 데친것",채소류,100.0,29.0,29.0
R000682,"녹색완두, 미숙, 생것",채소류,100.0,93.0,93.0
R000683,"녹색완두, 미숙, 데친것",채소류,100.0,110.0,110.0
R000684,"녹색완두, 미숙, 통조림",채소류,100.0,98.0,98.0
R000685,"누룩치, 말린것",채소류,100.0,280.0,280.0
R000686,"누룩치, 삶아서 말린것",채소류,100.0,290.0,290.0
R000687,"누룩치, 잎, 생것",채소류,100.0,72.0,72.0
R000688,"누룩치, 잎, 데친것",채소류,100.0,38.0,38.0
R000689,"누룩치, 줄기, 생것",채소류,100.0,31.0,31.0
R000690,"누룩치, 줄기, 데친것",채소류,100.0,25.0,25.0
R000691,"누리장나무잎, 생것",채소류,100.0,65.0,65.0
R000692,"는쟁이냉이, 생것",채소류,100.0,28.0,28.0
R000693,"달래, 생것",채소류,100.0,28.0,28.0
R000694,"당귀, 일당귀, 뿌리, 생것",채소류,100.0,70.0,70.0
R000695,"당귀, 일당귀, 잎, 생것",채소류,100.0,43.0,43.0
R000696,"당귀, 참당귀, 잎, 생것",채소류,100.0,39.0,39.0
R000697,"당근, 뿌리, 생것",채소류,100.0,31.0,31.0
R000698,"당근, 뿌리, 데친것",채소류,100.0,31.0,31.0
R000699,"당근 주스, 캔",채소류,100.0,40.0,40.0
R000700,당근 주스,채소류,100.0,38.0,38.0
R000701,"더덕, 뿌리, 생것",채소류,100.0,89.0,89.0
R000702,"더덕, 뿌리, 가루",채소류,100.0,339.0,339.0
R000703,"도라지, 뿌리, 생것",채소류,100.0,56.0,56.0
R000704,"도라지, 뿌리, 말린것",채소류,100.0,324.0,324.0
R000705,"도라지, 뿌리, 가루",채소류,100.0,339.0,339.0
R000706,"도라지, 뿌리, 데친것",채소류,100.0,49.0,49.0
R000707,"돌나물, 생것",채소류,100.0,15.0,15.0
R000708,"동아, 생것",채소류,100.0,12.0,12.0
R000709,"동아, 데친것",채소류,100.0,16.0,16.0
R000710,"두릅, 생것",채소류,100.0,33.0,33.0
R000711,"두릅, 데친것",채소류,100.0,32.0,32.0
R000712,"두릅, 잎, 생것",채소류,100.0,46.0,46.0
R000713,"두릅, 잎, 데친것",채소류,100.0,41.0,41.0
R000714,"두릅, 줄기, 생것",채소류,100.0,33.0,33.0
R000715,"두릅, 줄기, 데친것",채소류,100.0,28.0,28.0
R000716,"두릅, 땅두릅, 생것",채소류,100.0,25.0,25.0
R000717,"두릅, 땅두릅, 데친것",채소류,100.0,24.0,24.0
R000718,"두릅, 땅두릅, 잎, 생것",채소류,100.0,43.0,43.0
R000719,"두릅, 땅두릅, 잎, 데친것",채소류,100.0,61.0,61.0
R000720,"두릅, 땅두릅, 줄기, 생것",채소류,100.0,17.0,17.0
R000721,"두릅, 땅두릅, 줄기, 데친것",채소류,100.0,16.0,16.0
R000722,"둥글레, 잎, 생것",채소류,100.0,52.0,52.0
R000723,"둥글레, 잎, 말린것",채소류,100.0,289.0,289.0
R000724,"들깨, 싹, 생것",채소류,100.0,17.0,17.0
R000725,"들깻잎, 생것",채소류,100.0,47.0,47.0
R000726,"들깻잎, 데친것",채소류,100.0,32.0,32.0
R000727,"들깻잎, 찐것",채소류,100.0,37.0,37.0
R000728,"들깻잎장아찌, 통조림",채소류,100.0,76.0,76.0
R000729,들깻잎장아찌,채소류,100.0,124.0,124.0
R000730,"로카, 생것",채소류,100.0,17.0,17.0
R000731,"루꼴라, 생것",채소류,100.0,25.0,25.0
R000732,"리크, 생것",채소류,100.0,54.0,54.0
R000733,"리크, 데친것",채소류,100.0,28.0,28.0
R000734,"마늘, 깐마늘, 생것",채소류,100.0,123.0,123.0
R000735,"마늘, 말린것",채소류,100.0,333.0,333.0
R000737,"마늘, 동결건조",채소류,100.0,330.0,330.0
R000738,"마늘, 데친것",채소류,100.0,130.0,130.0
R000739,"마늘, 통마늘, 구운것",채소류,100.0,163.0,163.0
R000740,"마늘, 난지형, 깐마늘, 생것",채소류,100.0,123.0,123.0
R000741,"마늘, 난지형, 데친것",채소류,100.0,133.0,133.0
R000742,"마늘, 중국산, 깐마늘, 생것",채소류,100.0,120.0,120.0
R000743,"마늘, 한지형, 생것",채소류,100.0,124.0,124.0
R000744,"마늘, 한지형, 데친것",채소류,100.0,127.0,127.0
R000745,"마늘, 한지형, 통마늘, 구운것",채소류,100.0,184.0,184.0
R000746,"마늘, 한지형, 볶은것",채소류,100.0,159.0,159.0
R000747,"풋마늘, 잎줄기, 생것",채소류,100.0,29.0,29.0
R000748,"풋마늘, 잎줄기, 데친것",채소류,100.0,30.0,30.0
R000749,"마늘종, 꽃줄기, 생것",채소류,100.0,45.0,45.0
R000750,"마늘종, 꽃줄기, 데친것",채소류,100.0,50.0,50.0
R000751,마늘종 장아찌,채소류,100.0,118.0,118.0
R000752,마늘 장아찌,채소류,100.0,113.0,113.0
R000753,"마타리, 생것",채소류,100.0,45.0,45.0
R000754,"머위, 생것",채소류,100.0,17.0,17.0
R000755,"머위, 말린것",채소류,100.0,281.0,281.0
R000756,"머위, 삶아서 말린것",채소류,100.0,278.0,278.0
R000757,"머위, 삶은것",채소류,100.0,28.0,28.0
R000758,"머위, 데친것",채소류,100.0,25.0,25.0
R000759,"메밀, 싹, 생것",채소류,100.0,24.0,24.0
R000760,"모링가(드럼스틱), 생것",채소류,100.0,66.0,66.0
R000761,"모시풀, 잎, 생것",채소류,100.0,64.0,64.0
R000762,"모시풀, 잎, 삶은것",채소류,100.0,49.0,49.0
R000763,"모시풀, 잎, 서방종, 생것",채소류,100.0,51.0,51.0
R000764,"무, 왜무, 생것",채소류,100.0,21.0,21.0
R000765,"무, 조선무, 생것",채소류,100.0,20.0,20.0
R000766,"무순, 싹, 생것",채소류,100.0,20.0,20.0
R000767,"무청, 왜무 잎, 생것",채소류,100.0,22.0,22.0
R000768,"무청, 조선무 잎, 생것",채소류,100.0,31.0,31.0
R000769,"무시래기, 잎, 말린것, 삶은것",채소류,100.0,23.0,23.0
R000770,무 절임,채소류,100.0,22.0,22.0
R000771,"단무지, 염절임",채소류,100.0,12.0,12.0
R000772,무국물,채소류,100.0,1.0,1.0
R000773,"무말랭이, 말린것",채소류,100.0,318.0,318.0
R000774,무말랭이 무침,채소류,100.0,136.0,136.0
R000775,"무장아찌, 뿌리",채소류,100.0,131.0,131.0
R000776,"쌈무, 초절임",채소류,100.0,15.0,15.0
R000777,"물강활, 말린것",채소류,100.0,289.0,289.0
R000778,"물냉이, 생것",채소류,100.0,23.0,23.0
R000779,"물쑥, 생것",채소류,100.0,36.0,36.0
R000780,"물쑥, 데친것",채소류,100.0,47.0,47.0
R000781,"미나리, 농축",채소류,100.0,120.0,120.0
R000782,"미나리, 돌미나리(야생), 생것",채소류,100.0,21.0,21.0
R000783,"미나리, 돌미나리(야생), 데친것",채소류,100.0,19.0,19.0
R000784,"미나리, 물미나리, 생것",채소류,100.0,22.0,22.0
R000785,"미나리, 물미나리, 데친것",채소류,100.0,25.0,25.0
R000786,"미나리, 물미나리, 잎, 생것",채소류,100.0,30.0,30.0
R000787,"미나리, 물미나리, 줄기, 생것",채소류,100.0,22.0,22.0
R000788,"미니파프리카, 주황색, 생것",채소류,100.0,38.0,38.0
R000789,"미니파프리카, 노란색, 생것",채소류,100.0,41.0,41.0
R000790,"미니파프리카, 빨간색, 생것",채소류,100.0,41.0,41.0
R000791,"민들레, 생것",채소류,100.0,29.0,29.0
R000792,"민들레, 데친것",채소류,100.0,30.0,30.0
R000793,"바젤라, 생것",채소류,100.0,13.0,13.0
R000794,"바젤라, 데친것",채소류,100.0,15.0,15.0
R000797,"박, 과육, 생것",채소류,100.0,21.0,21.0
R000798,"박, 씨 포함, 생것",채소류,100.0,32.0,32.0
R000799,"박고지, 말린것",채소류,100.0,268.0,268.0
R000800,"박쥐나무, 잎, 생것",채소류,100.0,100.0,100.0
R000801,"밥취나물, 말린것",채소류,100.0,282.0,282.0
R000802,"방가지똥, 생것",채소류,100.0,46.0,46.0
