FCode,FName,F_category,servings,Kcal,Kcal_per_100
R002353,"홍합, 삶아서 말린것",어패류 및 기타 수산물,100.0,386.0,386.0
R002354,"홍합, 통조림",어패류 및 기타 수산물,100.0,93.0,93.0
R002355,"가재, 갯가재, 생것",어패류 및 기타 수산물,100.0,87.0,87.0
R002356,"가재, 갯가재, 삶은것",어패류 및 기타 수산물,100.0,93.0,93.0
R002357,"가재, 바닷가재, 생것",어패류 및 기타 수산물,100.0,124.0,124.0
R002358,"가재, 바닷가재, 찐것",어패류 및 기타 수산물,100.0,82.0,82.0
R002359,"개불, 생것",어패류 및 기타 수산물,100.0,53.0,53.0
R002360,"게, 꽃게, 생것",어패류 및 기타 수산물,100.0,77.0,77.0
R002361,"게, 꽃게, 찐것",어패류 및 기타 수산물,100.0,83.0,83.0
R002362,"게, 닭게, 생것",어패류 및 기타 수산물,100.0,70.0,70.0
R002363,"게, 닭게, 삶은것",어패류 및 기타 수산물,100.0,74.0,74.0
R002364,"게, 대게, 생것",어패류 및 기타 수산물,100.0,85.0,85.0
R002365,"게, 대게, 삶아서 말린것",어패류 및 기타 수산물,100.0,316.0,316.0
R002366,"게, 대게, 삶은것",어패류 및 기타 수산물,100.0,69.0,69.0
R002367,"게, 대게, 통조림",어패류 및 기타 수산물,100.0,73.0,73.0
R002368,"게, 대게, 영덕, 생것",어패류 및 기타 수산물,100.0,60.0,60.0
R002369,"게, 민꽃게, 생것",어패류 및 기타 수산물,100.0,85.0,85.0
R002370,"게, 반게, 생것",어패류 및 기타 수산물,100.0,70.0,70.0
R002371,"게, 방게, 생것",어패류 및 기타 수산물,100.0,66.0,66.0
R002372,"게, 왕게, 생것",어패류 및 기타 수산물,100.0,67.0,67.0
R002373,"게, 왕게, 삶은것",어패류 및 기타 수산물,100.0,80.0,80.0
R002374,"게, 주름송편게, 생것",어패류 및 기타 수산물,100.0,87.0,87.0
R002375,"게, 참게, 생것",어패류 및 기타 수산물,100.0,171.0,171.0
R002376,"대게, 붉은대게, 생것",어패류 및 기타 수산물,100.0,49.0,49.0
R002377,게맛살,어패류 및 기타 수산물,100.0,118.0,118.0
R002378,"게젓, 닭게젓, 염절임",어패류 및 기타 수산물,100.0,61.0,61.0
R002379,"군소, 생것",어패류 및 기타 수산물,100.0,36.0,36.0
R002380,"군소, 풍선군소, 생것",어패류 및 기타 수산물,100.0,43.0,43.0
R002381,"꼴뚜기, 생것",어패류 및 기타 수산물,100.0,78.0,78.0
R002382,"꼴뚜기, 삶아서 말린것",어패류 및 기타 수산물,100.0,285.0,285.0
R002383,"꼴뚜기, 불똥꼴뚜기, 생것",어패류 및 기타 수산물,100.0,91.0,91.0
R002384,"꼴뚜기, 불똥꼴뚜기, 삶은것",어패류 및 기타 수산물,100.0,104.0,104.0
R002385,"꼴뚜기, 불똥꼴뚜기, 조린것",어패류 및 기타 수산물,100.0,260.0,260.0
R002386,"꼴뚜기, 불똥꼴뚜기, 조미훈제",어패류 및 기타 수산물,100.0,325.0,325.0
R002387,"꼴뚜기, 창꼴뚜기, 생것",어패류 및 기타 수산물,100.0,70.0,70.0
R002388,"꼴뚜기젓, 염절임",어패류 및 기타 수산물,100.0,88.0,88.0
R002389,"꼴뚜기젓, 양념, 염절임",어패류 및 기타 수산물,100.0,115.0,115.0
R002390,"낙지, 생것",어패류 및 기타 수산물,100.0,59.0,59.0
R002391,"낙지, 세발낙지, 생것",어패류 및 기타 수산물,100.0,55.0,55.0
R002392,"멍게, 생것",어패류 및 기타 수산물,100.0,79.0,79.0
R002393,"멍게, 끈멍게, 생것",어패류 및 기타 수산물,100.0,64.0,64.0
R002394,"멍게, 붉은멍게, 생것",어패류 및 기타 수산물,100.0,77.0,77.0
R002395,"멍게, 양식, 생것",어패류 및 기타 수산물,100.0,75.0,75.0
R002396,"문어, 생것",어패류 및 기타 수산물,100.0,74.0,74.0
R002397,"문어, 말린것",어패류 및 기타 수산물,100.0,349.0,349.0
R002398,"문어, 삶은것",어패류 및 기타 수산물,100.0,99.0,99.0
R002399,"문어, 대문어, 생것",어패류 및 기타 수산물,100.0,59.0,59.0
R002400,"문어, 참문어, 생것",어패류 및 기타 수산물,100.0,56.0,56.0
R002401,"미더덕, 생것",어패류 및 기타 수산물,100.0,45.0,45.0
R002402,"미더덕, 주름미더덕, 생것",어패류 및 기타 수산물,100.0,54.0,54.0
R002403,"새우, 가시발새우, 생것",어패류 및 기타 수산물,100.0,72.0,72.0
R002404,"새우, 각시흰새우, 생것",어패류 및 기타 수산물,100.0,85.0,85.0
R002405,"새우, 긴뿔천길새우, 생것",어패류 및 기타 수산물,100.0,93.0,93.0
R002406,"새우, 꽃새우, 생것",어패류 및 기타 수산물,100.0,114.0,114.0
R002407,"새우, 꽃새우, 삶아서 말린것",어패류 및 기타 수산물,100.0,306.0,306.0
R002408,"새우, 꽃새우, 냉동",어패류 및 기타 수산물,100.0,114.0,114.0
R002409,"새우, 꽃새우, 찐것",어패류 및 기타 수산물,100.0,119.0,119.0
R002410,"새우, 꽃새우, 튀긴것(튀김옷)",어패류 및 기타 수산물,100.0,242.0,242.0
R002411,"새우, 꽃새우, 장조림",어패류 및 기타 수산물,100.0,234.0,234.0
R002412,"새우, 닭새우, 생것",어패류 및 기타 수산물,100.0,88.0,88.0
R002413,"새우, 대하, 생것",어패류 및 기타 수산물,100.0,83.0,83.0
R002414,"새우, 대하, 말린것",어패류 및 기타 수산물,100.0,358.0,358.0
R002415,"새우, 물렁가시붉은새우, 생것",어패류 및 기타 수산물,100.0,84.0,84.0
R002416,"새우, 보리새우, 생것",어패류 및 기타 수산물,100.0,71.0,71.0
R002417,"새우, 보리새우, 삶은것",어패류 및 기타 수산물,100.0,124.0,124.0
R002418,"새우, 부채새우, 생것",어패류 및 기타 수산물,100.0,66.0,66.0
R002419,"새우, 시바새우, 생것",어패류 및 기타 수산물,100.0,94.0,94.0
R002420,"새우, 시바새우, 삶아서 말린것",어패류 및 기타 수산물,100.0,299.0,299.0
R002421,"새우, 시바새우, 조미하여 말린것",어패류 및 기타 수산물,100.0,320.0,320.0
R002422,"새우, 시바새우, 통조림",어패류 및 기타 수산물,100.0,100.0,100.0
R002423,"새우, 젓새우, 생것",어패류 및 기타 수산물,100.0,62.0,62.0
R002424,"새우, 젓새우, 조린것",어패류 및 기타 수산물,100.0,233.0,233.0
R002425,"새우, 징거미새우, 생것",어패류 및 기타 수산물,100.0,91.0,91.0
R002426,"새우, 철모새우, 생것",어패류 및 기타 수산물,100.0,91.0,91.0
R002427,"새우, 펄닭새우, 생것",어패류 및 기타 수산물,100.0,62.0,62.0
R002428,"새우, 흰다리새우, 생것",어패류 및 기타 수산물,100.0,98.0,98.0
R002429,"새우 볶음, 말린것, 볶은것",어패류 및 기타 수산물,100.0,331.0,331.0
R002430,"새우 부산물, 껍질, 생것",어패류 및 기타 수산물,100.0,319.0,319.0
R002431,"새우 튀김용, 냉동",어패류 및 기타 수산물,100.0,139.0,139.0
R002432,"새우 튀김용, 튀긴것",어패류 및 기타 수산물,100.0,263.0,263.0
R002433,"새우젓, 대때기젓, 토굴, 염절임",어패류 및 기타 수산물,100.0,55.0,55.0
R002434,"새우젓, 동백하젓, 토굴, 염절임",어패류 및 기타 수산물,100.0,51.0,51.0
R002435,"새우젓, 시바새우젓, 염절임",어패류 및 기타 수산물,100.0,92.0,92.0
R002436,"새우젓, 염절임",어패류 및 기타 수산물,100.0,131.0,131.0
R002437,"새우젓, 육젓, 토굴, 염절임",어패류 및 기타 수산물,100.0,59.0,59.0
R002438,"새우젓, 젓새우젓, 염절임",어패류 및 기타 수산물,100.0,55.0,55.0
R002439,"새우젓, 추젓, 염절임",어패류 및 기타 수산물,100.0,49.0,49.0
R002440,"새우젓, 추젓, 토굴, 염절임",어패류 및 기타 수산물,100.0,48.0,48.0
R002441,"새우젓, 오젓, 토굴, 염절임",어패류 및 기타 수산물,100.0,59.0,59.0
R002442,"성게, 생것",어패류 및 기타 수산물,100.0,152.0,152.0
R002443,"성게, 통조림",어패류 및 기타 수산물,100.0,140.0,140.0
R002444,"성게, 보라성게, 생것",어패류 및 기타 수산물,100.0,177.0,177.0
R002445,"성게 부산물, 보라성게, 알",어패류 및 기타 수산물,100.0,177.0,177.0
R002446,"성게젓, 염절임",어패류 및 기타 수산물,100.0,134.0,134.0
R002447,"성게젓, 보라성게알젓, 염절임",어패류 및 기타 수산물,100.0,147.0,147.0
R002448,"성게젓, 알젓, 염절임",어패류 및 기타 수산물,100.0,105.0,105.0
R002449,"오징어, 생것",어패류 및 기타 수산물,100.0,94.0,94.0
R002450,"오징어, 말린것",어패류 및 기타 수산물,100.0,353.0,353.0
R002451,"오징어, 냉동",어패류 및 기타 수산물,100.0,88.0,88.0
R002452,"오징어, 구운것",어패류 및 기타 수산물,100.0,109.0,109.0
R002453,"오징어, 튀긴것",어패류 및 기타 수산물,100.0,175.0,175.0
R002454,"오징어, 조미, 구운것",어패류 및 기타 수산물,100.0,308.0,308.0
R002455,"오징어, 조미훈제",어패류 및 기타 수산물,100.0,213.0,213.0
R002456,"오징어, 포, 조미하여 말린것",어패류 및 기타 수산물,100.0,297.0,297.0
R002457,"오징어, 갑오징어, 생것",어패류 및 기타 수산물,100.0,76.0,76.0
R002458,"오징어, 갑오징어, 말린것",어패류 및 기타 수산물,100.0,340.0,340.0
R002459,"오징어, 살오징어, 생것",어패류 및 기타 수산물,100.0,72.0,72.0
R002460,"오징어, 쇠갑오징어, 생것",어패류 및 기타 수산물,100.0,79.0,79.0
R002461,"오징어, 참갑오징어, 생것",어패류 및 기타 수산물,100.0,76.0,76.0
R002462,"오징어 튀김, 튀긴것",어패류 및 기타 수산물,100.0,308.0,308.0
R002463,"오징어젓, 염절임",어패류 및 기타 수산물,100.0,77.0,77.0
R002464,"오징어젓, 양념, 염절임",어패류 및 기타 수산물,100.0,125.0,125.0
R002465,"오징어젓, 내장젓, 염절임",어패류 및 기타 수산물,100.0,101.0,101.0
R002466,"오징어채 볶음, 볶은것",어패류 및 기타 수산물,100.0,278.0,278.0
R002467,"주꾸미, 생것",어패류 및 기타 수산물,100.0,53.0,53.0
R002468,"크릴, 생것",어패류 및 기타 수산물,100.0,76.0,76.0
R002469,"크릴, 삶은것",어패류 및 기타 수산물,100.0,104.0,104.0
R002470,크릴 페이스트,어패류 및 기타 수산물,100.0,128.0,128.0
R002471,"한치, 생것",어패류 및 기타 수산물,100.0,81.0,81.0
R002472,"해삼, 생것",어패류 및 기타 수산물,100.0,24.0,24.0
R002473,"해삼, 말린것",어패류 및 기타 수산물,100.0,351.0,351.0
R002474,"해삼, 염장",어패류 및 기타 수산물,100.0,35.0,35.0
R002475,"해삼젓, 염절임",어패류 및 기타 수산물,100.0,33.0,33.0
R002476,"해삼젓, 내장젓, 염절임",어패류 및 기타 수산물,100.0,45.0,45.0
R002477,"해파리, 생것",어패류 및 기타 수산물,100.0,6.0,6.0
R002478,"어묵, 찐어묵",어패류 및 기타 수산물,100.0,115.0,115.0
R002479,"어묵, 구운것",어패류 및 기타 수산물,100.0,141.0,141.0
R002480,"어묵, 튀긴것",어패류 및 기타 수산물,100.0,167.0,167.0
R002481,"어묵, 게맛살 첨가",어패류 및 기타 수산물,100.0,112.0,112.0
R002482,어묵 국물,어패류 및 기타 수산물,100.0,3.0,3.0
R002483,어묵국,어패류 및 기타 수산물,100.0,43.0,43.0
R002484,어육소시지,어패류 및 기타 수산물,100.0,175.0,175.0
R002485,"낙지젓, 염절임",어패류 및 기타 수산물,100.0,160.0,160.0
R002486,"멍게젓, 염절임",어패류 및 기타 수산물,100.0,139.0,139.0
R002487,"갈래곰보, 생것",해조류,100.0,12.0,12.0
R002488,"곰피, 말린것",해조류,100.0,141.0,141.0
R002489,"곰피, 가루 ",해조류,100.0,129.0,129.0
R002490,"김, 김밥용김, 말린것",해조류,100.0,179.0,179.0
R002491,"김, 돌김, 말린것",해조류,100.0,165.0,165.0
R002492,"김, 맛김, 조미, 구운것",해조류,100.0,307.0,307.0
R002493,"김, 조선김, 말린것",해조류,100.0,163.0,163.0
R002494,"김, 참김, 생것",해조류,100.0,12.0,12.0
R002495,"김, 참김, 말린것",해조류,100.0,165.0,165.0
R002496,"김, 참김, 구운것",해조류,100.0,174.0,174.0
R002497,"김, 초밥김, 말린것",해조류,100.0,151.0,151.0
R002498,"꼬시래기, 생것",해조류,100.0,17.0,17.0
R002499,"다시마, 생것",해조류,100.0,12.0,12.0
R002500,"다시마, 말린것",해조류,100.0,110.0,110.0
R002501,"다시마, 염장",해조류,100.0,16.0,16.0
R002502,다시마 육수,해조류,100.0,1.0,1.0
R002503,"다시마튀각, 튀긴것",해조류,100.0,228.0,228.0
R002504,"대황, 말린것",해조류,100.0,145.0,145.0
R002505,"뜸부기, 말린것",해조류,100.0,128.0,128.0
R002506,"매생이, 생것",해조류,100.0,39.0,39.0
R002507,"매생이, 말린것",해조류,100.0,125.0,125.0
R002508,"모자반, 생것",해조류,100.0,15.0,15.0
R002509,"모자반, 말린것",해조류,100.0,129.0,129.0
R002510,"모자반, 가루 ",해조류,100.0,127.0,127.0
R002511,"모자반, 염장",해조류,100.0,18.0,18.0
R002512,"미역, 생것",해조류,100.0,18.0,18.0
R002513,"미역, 말린것",해조류,100.0,149.0,149.0
R002514,"미역, 가루 ",해조류,100.0,134.0,134.0
R002515,"미역, 염장",해조류,100.0,34.0,34.0
R002516,"미역, 염장, 데친것",해조류,100.0,35.0,35.0
R002517,"미역, 줄기, 생것",해조류,100.0,14.0,14.0
R002518,"미역, 줄기, 염장 후 탈염, 삶은것",해조류,100.0,15.0,15.0
R002519,"미역, 양식, 생것",해조류,100.0,15.0,15.0
R002520,"미역, 자연산, 생것",해조류,100.0,12.0,12.0
R002521,"미역튀각, 튀긴것",해조류,100.0,283.0,283.0
R002522,"불등풀가사리, 말린것",해조류,100.0,147.0,147.0
R002523,"비단풀, 말린것",해조류,100.0,153.0,153.0
R002524,"석묵, 말린것",해조류,100.0,38.0,38.0
R002525,"순채, 생것",해조류,100.0,22.0,22.0
R002526,"우뭇가사리, 생것",해조류,100.0,46.0,46.0
R002527,우뭇가사리묵,해조류,100.0,2.0,2.0
R002528,한천,해조류,100.0,154.0,154.0
R002529,"진두발, 말린것",해조류,100.0,119.0,119.0
R002530,"청각, 생것",해조류,100.0,8.0,8.0
R002531,"청각, 말린것",해조류,100.0,156.0,156.0
R002532,"청태, 말린것",해조류,100.0,180.0,180.0
R002533,"클로렐라, 말린것",해조류,100.0,174.0,174.0
R002534,"톳, 생것",해조류,100.0,14.0,14.0
R002535,"톳, 말린것",해조류,100.0,81.0,81.0
R002536,"톳, 삶아서 말린것",해조류,100.0,135.0,135.0
R002537,"파래, 생것",해조류,100.0,11.0,11.0
R002538,"파래, 말린것",해조류,100.0,144.0,144.0
R002539,"파래, 가시파래, 말린것",해조류,100.0,136.0,136.0
R002540,"파래, 갈파래, 말린것",해조류,100.0,129.0,129.0
R002541,"파래, 납작파래, 생것",해조류,100.0,17.0,17.0
R002542,"파래, 창자파래, 말린것",해조류,100.0,142.0,142.0
R002543,"파래, 홑파래, 말린것",해조류,100.0,146.0,146.0
R002544,모유,우유 및 유제품류,100.0,65.0,65.0
R002545,"분유, 1단계",우유 및 유제품류,100.0,508.0,508.0
R002546,"분유, 2단계",우유 및 유제품류,100.0,506.0,506.0
R002547,"분유, 3단계",우유 및 유제품류,100.0,477.0,477.0
R002548,"분유, 전지",우유 및 유제품류,100.0,509.0,509.0
R002549,"분유, 탈지",우유 및 유제품류,100.0,358.0,358.0
R002550,산양유,우유 및 유제품류,100.0,62.0,62.0
R002551,샤베트,우유 및 유제품류,100.0,127.0,127.0
R002552,아이스밀크,우유 및 유제품류,100.0,167.0,167.0
R002553,"아이스크림, 딸기맛",우유 및 유제품류,100.0,192.0,192.0
R002554,"아이스크림, 바닐라맛",우유 및 유제품류,100.0,179.0,179.0
R002555,"아이스크림, 초콜릿맛",우유 및 유제품류,100.0,216.0,216.0
R002556,"아이스크림, 유지방 8%",우유 및 유제품류,100.0,180.0,180.0
R002557,"아이스크림, 유지방 12%",우유 및 유제품류,100.0,212.0,212.0
R002558,"아이스크림, 소프트 아이스크림, 바닐라맛",우유 및 유제품류,100.0,137.0,137.0
R002559,"연유, 점성이 높은것",우유 및 유제품류,100.0,361.0,361.0
R002560,연유,우유 및 유제품류,100.0,127.0,127.0
R002561,"요구르트, 액상",우유 및 유제품류,100.0,65.0,65.0
R002562,"요구르트, 액상(농후), 딸기맛",우유 및 유제품류,100.0,85.0,85.0
R002563,"요구르트, 액상, 저당",우유 및 유제품류,100.0,45.0,45.0
R002564,"요구르트, 액상(농후), 플레인",우유 및 유제품류,100.0,85.0,85.0
R002565,"요구르트, 액상(농후), 식이섬유 첨가",우유 및 유제품류,100.0,97.0,97.0
R002566,"요구르트, 액상(농후), 사과맛, 식이섬유 첨가",우유 및 유제품류,100.0,109.0,109.0
R002567,"요구르트, 액상(농후), 저지방, 식이섬유 첨가",우유 및 유제품류,100.0,74.0,74.0
R002568,"요구르트, 액상(농후), 플레인, 식이섬유 첨가",우유 및 유제품류,100.0,87.0,87.0
R002569,"요구르트, 호상, 딸기맛",우유 및 유제품류,100.0,95.0,95.0
R002570,"요구르트, 호상, 플레인",우유 및 유제품류,100.0,70.0,70.0
R002571,"요구르트, 호상, 망고맛",우유 및 유제품류,100.0,92.0,92.0
R002572,우유,우유 및 유제품류,100.0,65.0,65.0
R002573,"우유, 가공우유, 딸기맛",우유 및 유제품류,100.0,68.0,68.0
R002574,"우유, 가공우유, 초코맛",우유 및 유제품류,100.0,71.0,71.0
R002575,"우유, 가공우유, 커피맛",우유 및 유제품류,100.0,61.0,61.0
R002576,"우유, 가공우유, 바나나맛",우유 및 유제품류,100.0,90.0,90.0
R002577,"우유, 강화우유, 고칼슘",우유 및 유제품류,100.0,63.0,63.0
R002578,"우유, 저지방우유",우유 및 유제품류,100.0,42.0,42.0
R002579,"치즈, 모짜렐라",우유 및 유제품류,100.0,294.0,294.0
R002580,"치즈, 체다",우유 및 유제품류,100.0,298.0,298.0
R002581,"치즈, 카테지",우유 및 유제품류,100.0,105.0,105.0
R002582,"치즈, 크림",우유 및 유제품류,100.0,350.0,350.0
R002583,"치즈, 파마산",우유 및 유제품류,100.0,420.0,420.0
R002584,"치즈, 블루",우유 및 유제품류,100.0,353.0,353.0
R002585,"치즈, 브리",우유 및 유제품류,100.0,334.0,334.0
R002586,"치즈, 까망베르",우유 및 유제품류,100.0,300.0,300.0
R002587,"치즈, 고다",우유 및 유제품류,100.0,356.0,356.0
R002588,"치즈, 브릭",우유 및 유제품류,100.0,371.0,371.0
R002589,"치즈, 리코타",우유 및 유제품류,100.0,162.0,162.0
R002590,"커피크리머, 가루",우유 및 유제품류,100.0,514.0,514.0
R002591,"커피크리머, 액상, 식물성지방",우유 및 유제품류,100.0,248.0,248.0
R002592,"커피크리머, 액상, 유지방",우유 및 유제품류,100.0,211.0,211.0
R002593,"크림, 유지방 45%",우유 및 유제품류,100.0,433.0,433.0
R002594,"크림, 유지방 38%",우유 및 유제품류,100.0,380.0,380.0
R002595,"크림, 경휘핑",우유 및 유제품류,100.0,292.0,292.0
R002596,"크림, 중휘핑",우유 및 유제품류,100.0,340.0,340.0
R002597,"크림, 하프앤하프",우유 및 유제품류,100.0,123.0,123.0
R002598,"크림, 휘핑",우유 및 유제품류,100.0,399.0,399.0
R002599,고추기름,유지류,100.0,919.0,919.0
R002600,닭기름,유지류,100.0,900.0,900.0
R002601,돼지기름,유지류,100.0,941.0,941.0
R002602,들기름,유지류,100.0,920.0,920.0
R002603,땅콩 버터,유지류,100.0,658.0,658.0
R002604,"땅콩 버터, 청크",유지류,100.0,589.0,589.0
R002605,"땅콩 버터, 크림",유지류,100.0,598.0,598.0
R002606,땅콩기름,유지류,100.0,884.0,884.0
R002607,마가린,유지류,100.0,714.0,714.0
R002608,면실유,유지류,100.0,921.0,921.0
R002609,버터,유지류,100.0,761.0,761.0
R002610,복숭아씨기름,유지류,100.0,911.0,911.0
R002611,쇠기름,유지류,100.0,940.0,940.0
R002612,쇼트닝,유지류,100.0,941.0,941.0
R002613,쌀겨기름(미강유),유지류,100.0,921.0,921.0
R002614,아마씨유,유지류,100.0,884.0,884.0
R002615,아몬드유,유지류,100.0,884.0,884.0
R002616,아보카도유,유지류,100.0,884.0,884.0
R002617,양기름,유지류,100.0,902.0,902.0
R002618,연어기름,유지류,100.0,902.0,902.0
R002619,옥수수기름,유지류,100.0,919.0,919.0
R002620,올리브유,유지류,100.0,921.0,921.0
R002622,유채씨기름,유지류,100.0,920.0,920.0
R002623,잇꽃씨기름,유지류,100.0,921.0,921.0
R002624,"지방, 오리",유지류,100.0,882.0,882.0
R002625,참기름,유지류,100.0,917.0,917.0
R002626,코코넛유,유지류,100.0,921.0,921.0
R002627,콩기름,유지류,100.0,915.0,915.0
R002628,팜유,유지류,100.0,921.0,921.0
R002629,포도씨유,유지류,100.0,920.0,920.0
R002630,해바라기유,유지류,100.0,921.0,921.0
R002631,호두유,유지류,100.0,884.0,884.0
R002632,혼합식물성유,유지류,100.0,921.0,921.0
R002633,"감잎차, 가루 ",차류,100.0,335.0,335.0
R002634,"결명자차, 말린것",차류,100.0,391.0,391.0
R002635,"계피차, 가루 ",차류,100.0,357.0,357.0
R002636,"구기자차, 말린것",차류,100.0,384.0,384.0
R002637,"구절초차, 말린것",차류,100.0,345.0,345.0
R002638,"국화차, 말린것",차류,100.0,358.0,358.0
R002639,"녹차, 가루",차류,100.0,379.0,379.0
R002640,"녹차, 인동녹차, 말린것",차류,100.0,329.0,329.0
R002641,"녹차, 잎, 말린것",차류,100.0,388.0,388.0
R002642,"녹차, 장군차, 말린것",차류,100.0,361.0,361.0
R002643,"녹차, 추출",차류,100.0,2.0,2.0
R002644,"녹차, 현미, 추출",차류,100.0,1.0,1.0
R002645,"녹차, 현미, 티백",차류,100.0,377.0,377.0
R002646,"다래나무순차, 추출",차류,100.0,1.0,1.0
R002647,"대추차, 추출",차류,100.0,75.0,75.0
R002648,"도라지차, 추출",차류,100.0,22.0,22.0
R002649,"두충차, 가루 ",차류,100.0,354.0,354.0
R002650,"둥글레차, 추출",차류,100.0,1.0,1.0
R002651,"둥글레차, 티백",차류,100.0,372.0,372.0
R002652,민들레차,차류,100.0,0.0,0.0
R002653,"보리차, 볶은것",차류,100.0,406.0,406.0
R002654,"보리차, 추출",차류,100.0,0.0,0.0
R002655,보이차,차류,100.0,0.0,0.0
R002656,"사과차, 추출",차류,100.0,167.0,167.0
R002657,"상지차, 말린것",차류,100.0,360.0,360.0
R002658,"생강차, 가루 ",차류,100.0,353.0,353.0
R002659,"쌍화차, 가루 ",차류,100.0,360.0,360.0
R002660,"쑥차, 말린것",차류,100.0,338.0,338.0
R002661,"야콘차, 추출",차류,100.0,98.0,98.0
R002662,"오미자차, 말린것",차류,100.0,371.0,371.0
R002663,"우롱차, 추출",차류,100.0,0.0,0.0
R002664,"우롱차, 캔",차류,100.0,0.0,0.0
R002665,"유자차, 고형물 포함, 용액",차류,100.0,72.0,72.0
R002666,"유자차, 당절임",차류,100.0,246.0,246.0
R002667,"율무차, 가루 ",차류,100.0,393.0,393.0
R002668,"인삼차, 과립차, 가루 ",차류,100.0,381.0,381.0
R002669,"치커리차, 말린것",차류,100.0,369.0,369.0
R002670,"카모마일차, 추출",차류,100.0,1.0,1.0
R002671,"커피, 무카페인, 가루 ",차류,100.0,351.0,351.0
R002673,"커피, 커피가루, 물에 탄것(중량 1g)",차류,100.0,3.0,3.0
R002675,"커피, 캔",차류,100.0,38.0,38.0
R002676,"커피, 커피가루, 설탕, 크림, 인스턴트",차류,100.0,426.0,426.0
R002677,"커피, 커피가루, 설탕, 크림, 물에 탄것(중량 12g)",차류,100.0,51.0,51.0
R002679,"코코아, 밀크코코아, 가루 ",차류,100.0,423.0,423.0
R002680,헛개차,차류,100.0,1.0,1.0
R002681,"홍삼차, 가루 ",차류,100.0,382.0,382.0
R002682,"홍차, 레몬, 추출",차류,100.0,33.0,33.0
R002683,"홍차, 복숭아, 캔",차류,100.0,30.0,30.0
R002684,"홍차, 추출",차류,100.0,2.0,2.0
R002685,"홍차, 캔",차류,100.0,30.0,30.0
R002686,"홍차, 티백",차류,100.0,311.0,311.0
R002687,과일채소 음료,음료류,100.0,39.0,39.0
R002688,"과일채소 음료, 녹즙, 케일, 신선초, 당근, 돌미나리",음료류,100.0,28.0,28.0
R002689,기능성음료,음료류,100.0,56.0,56.0
R002690,레모네이드,음료류,100.0,38.0,38.0
R002691,매실 음료,음료류,100.0,55.0,55.0
R002692,"쉐이크, 딸기맛",음료류,100.0,113.0,113.0
R002693,"쉐이크, 바닐라맛",음료류,100.0,148.0,148.0
R002694,"쉐이크, 초콜릿맛",음료류,100.0,119.0,119.0
R002695,"식혜, 캔",음료류,100.0,32.0,32.0
R002696,쌀 음료,음료류,100.0,54.0,54.0
R002697,"젖산음료, 복숭아맛",음료류,100.0,36.0,36.0
R002698,"이온 음료, 레몬향",음료류,100.0,37.0,37.0
R002699,"탄산 음료, 레몬소다",음료류,100.0,44.0,44.0
R002700,"탄산 음료, 보리소다",음료류,100.0,47.0,47.0
R002701,"탄산 음료, 사이다",음료류,100.0,40.0,40.0
R002702,"탄산 음료, 소다수",음료류,100.0,0.0,0.0
R002703,"탄산 음료, 오렌지소다",음료류,100.0,48.0,48.0
R002704,"탄산 음료, 요구르트소다",음료류,100.0,47.0,47.0
R002705,"탄산 음료, 저칼로리콜라",음료류,100.0,2.0,2.0
R002706,"탄산 음료, 진저에일",음료류,100.0,34.0,34.0
R002707,"탄산 음료, 콜라",음료류,100.0,38.0,38.0
R002708,"탄산 음료, 크림소다",음료류,100.0,51.0,51.0
R002709,"탄산 음료, 파인애플소다",음료류,100.0,45.0,45.0
R002710,"탄산 음료, 포도소다",음료류,100.0,52.0,52.0
R002711,토닉워터,음료류,100.0,34.0,34.0
R002712,"고량주, 알코올 50%",주류,100.0,355.0,355.0
R002713,돌복숭아주,주류,100.0,35.0,35.0
R002714,드라이진,주류,100.0,284.0,284.0
R002715,럼,주류,100.0,240.0,240.0
R002716,"막걸리, 알코올 6%",주류,100.0,54.0,54.0
R002717,매실주,주류,100.0,156.0,156.0
R002718,"맥주, 알코올 4.5%",주류,100.0,46.0,46.0
R002719,"맥주, 흑맥주, 알코올 4.2%",주류,100.0,46.0,46.0
R002720,"보드카, 알코올 40%",주류,100.0,240.0,240.0
R002721,"복분자주, 알코올 15%",주류,100.0,137.0,137.0
R002722,"브랜디, 알코올 43%",주류,100.0,237.0,237.0
R002723,"샴페인, 알코올 6%",주류,100.0,45.0,45.0
R002724,"소주, 알코올 17.8%",주류,100.0,127.0,127.0
R002725,"소주, 알코올 25%",주류,100.0,178.0,178.0
R002726,"오가피주, 알코올 13%",주류,100.0,107.0,107.0
R002727,"위스키, 알코올 40%",주류,100.0,284.0,284.0
R002728,"청주, 알코올 16%",주류,100.0,132.0,132.0
R002729,"칵테일, 다이키리",주류,100.0,125.0,125.0
R002730,"칵테일, 테킬라썬라이즈",주류,100.0,110.0,110.0
R002731,"칵테일, 위스키사우어, 알코올 16.8%",주류,100.0,149.0,149.0
R002732,"칵테일, 페퍼민트, 알코올 20% ",주류,100.0,302.0,302.0
R002733,"칵테일, 피냐콜라다, 알코올 9.9%",주류,100.0,237.0,237.0
R002734,"포도주, 백포도주, 알코올 12%",주류,100.0,96.0,96.0
R002735,"포도주, 적포도주, 알코올 12%",주류,100.0,105.0,105.0
R002736,"포도주, 적포도주, 알코올 13%",주류,100.0,101.0,101.0
R002737,"간장, 개량, 양조",조미료류,100.0,103.0,103.0
R002738,"간장, 개량, 산분해",조미료류,100.0,54.0,54.0
